source_region,destination_region,passengers,bookings,rpk,month
Africa : North Africa,Africa : Eastern Africa,18747,10208,58514513.0,2018-07-01
Asia : North East Asia,Middle East,186843,46576,1246110351.0,2018-02-01
Asia : Central Asia,Middle East,33061,10159,100397322.0,2018-06-01
Africa : North Africa,Africa : Southern Africa,5731,3418,44109712.0,2018-02-01
Europe : Eastern/Central Europe,North America,336273,231926,2867060973.0,2018-09-01
Latin America : Upper South America,Asia : North East Asia,11315,5993,194728107.0,2018-06-01
Asia : South Asia,Europe : Western Europe,633721,397027,4637174933.0,2018-10-01
Middle East,Asia : North East Asia,174599,58258,1192658821.0,2018-08-01
Middle East,North America,266779,150669,2972501016.0,2018-04-01
Southwest Pacific,Southwest Pacific,6355906,2172966,8212031599.0,2018-09-01
Asia : South East Asia,Africa : Central/Western Africa,8385,5873,102560106.0,2018-08-01
Asia : North East Asia,Asia : North East Asia,58010508,2193975,70669065391.0,2018-11-01
Asia : South Asia,North America,294403,212088,4109299107.0,2018-11-01
Africa : Eastern Africa,North America,57257,50556,804987165.0,2018-08-01
Africa : Central/Western Africa,North America,79651,67096,911448541.0,2018-07-01
Middle East,Latin America : Central America,7208,5035,92419637.0,2018-09-01
Africa : Southern Africa,Africa : Central/Western Africa,38027,21847,198189163.0,2018-07-01
Europe : Eastern/Central Europe,Latin America : Central America,9007,4783,97209645.0,2018-05-01
Asia : North East Asia,Africa : North Africa,47882,17750,478147161.0,2018-09-01
Africa : Central/Western Africa,Middle East,61301,44164,379349658.0,2018-07-01
Europe : Western Europe,Europe : Eastern/Central Europe,3636176,839084,5514941584.0,2018-02-01
Latin America : Central America,Asia : South Asia,2544,1924,41583551.0,2018-01-01
Latin America : Central America,Asia : South Asia,3078,2354,50386178.0,2018-12-01
Europe : Eastern/Central Europe,Middle East,465409,146290,1257875867.0,2018-03-01
Latin America : Central America,Africa : Southern Africa,544,437,9658039.0,2018-02-01
Europe : Eastern/Central Europe,Africa : North Africa,91487,22176,278500008.0,2018-10-01
North America,North America,51301429,14836059,93793946804.0,2018-12-01
Middle East,Europe : Eastern/Central Europe,472404,128992,1240857522.0,2018-04-01
Asia : South Asia,Latin America : Upper South America,1242,1340,20446353.0,2018-05-01
Asia : North East Asia,Asia : South Asia,249180,101668,1265517023.0,2018-06-01
Africa : Central/Western Africa,Asia : South East Asia,9678,6044,117078141.0,2018-08-01
Africa : Southern Africa,Asia : South East Asia,19337,11887,225185658.0,2018-11-01
North America,Latin America : Central America,1624363,720567,4473008574.0,2018-05-01
Europe : Western Europe,Africa : Southern Africa,232989,175184,2221874090.0,2018-07-01
Latin America : Central America,Asia : North East Asia,32234,13216,411394091.0,2018-07-01
North America,Africa : Eastern Africa,36609,24633,510459330.0,2018-03-01
Southwest Pacific,Latin America : Lower South America,17415,11026,225061668.0,2018-11-01
Africa : Central/Western Africa,Africa : Southern Africa,36902,23418,188257010.0,2018-07-01
Middle East,North America,272297,174811,3045853203.0,2018-11-01
Africa : North Africa,Latin America : Lower South America,4339,3192,47813192.0,2018-10-01
Latin America : Lower South America,Asia : North East Asia,27652,17210,529415747.0,2018-06-01
Africa : Central/Western Africa,Latin America : Lower South America,2691,1903,23626431.0,2018-01-01
Africa : Southern Africa,Asia : North East Asia,35303,15244,435859638.0,2018-11-01
Europe : Western Europe,Latin America : Central America,226275,118301,2082203029.0,2018-10-01
Africa : North Africa,Southwest Pacific,3420,2117,51666715.0,2018-12-01
Latin America : Central America,Southwest Pacific,2395,1383,37085849.0,2018-06-01
Africa : Eastern Africa,Asia : South East Asia,17982,11825,146060733.0,2018-12-01
Latin America : Caribbean,Asia : North East Asia,5585,2072,82801556.0,2018-06-01
Middle East,Asia : South East Asia,537234,258265,3900579610.0,2018-12-01
Africa : Southern Africa,Southwest Pacific,15400,10032,191310878.0,2018-06-01
North America,Latin America : Upper South America,296609,182008,1291533273.0,2018-02-01
Middle East,Asia : South East Asia,500037,224302,3597590086.0,2018-01-01
Asia : South East Asia,North America,365135,216951,5067167552.0,2018-11-01
Latin America : Central America,Asia : Central Asia,15,15,200285.0,2018-02-01
North America,Africa : North Africa,59844,33551,532621369.0,2018-04-01
Latin America : Upper South America,Asia : South East Asia,1947,1355,38481018.0,2018-05-01
Africa : North Africa,Africa : Eastern Africa,19516,9305,58274992.0,2018-08-01
Africa : North Africa,Asia : South Asia,25233,11867,136978379.0,2018-04-01
Latin America : Upper South America,Southwest Pacific,2470,1990,40031917.0,2018-03-01
Europe : Western Europe,Latin America : Caribbean,384214,174753,2859934763.0,2018-08-01
North America,Africa : North Africa,54883,35915,488326627.0,2018-11-01
Latin America : Caribbean,Asia : South Asia,1449,950,22177637.0,2018-06-01
Europe : Western Europe,Latin America : Caribbean,338840,154760,2555731465.0,2018-11-01
Asia : South Asia,Africa : Eastern Africa,38226,22258,213614824.0,2018-10-01
Africa : Central/Western Africa,Europe : Eastern/Central Europe,10783,6152,71272975.0,2018-10-01
North America,North America,46898476,14741619,83768991579.0,2018-01-01
Africa : Central/Western Africa,Asia : North East Asia,35023,19324,432036160.0,2018-09-01
Africa : North Africa,Asia : South East Asia,27797,14865,257987049.0,2018-12-01
Asia : South Asia,Europe : Eastern/Central Europe,69767,35276,406332693.0,2018-07-01
Southwest Pacific,Latin America : Central America,4375,2847,67794456.0,2018-12-01
Africa : Eastern Africa,Latin America : Upper South America,168,153,2679830.0,2018-02-01
Asia : North East Asia,Latin America : Upper South America,11738,6100,199187622.0,2018-01-01
Asia : South East Asia,North America,377372,252404,5223232387.0,2018-07-01
Africa : Southern Africa,Latin America : Central America,589,441,10091123.0,2018-02-01
Latin America : Upper South America,Middle East,4809,3546,60503768.0,2018-07-01
Europe : Eastern/Central Europe,Middle East,450116,131773,1233991480.0,2018-11-01
Southwest Pacific,Africa : North Africa,3167,1794,48237182.0,2018-07-01
Africa : Central/Western Africa,Asia : South East Asia,10952,6199,131548891.0,2018-03-01
Latin America : Central America,Africa : Eastern Africa,195,116,3163079.0,2018-04-01
Asia : South East Asia,Middle East,407891,179455,2871990602.0,2018-06-01
Africa : North Africa,Latin America : Central America,441,308,5060861.0,2018-02-01
Africa : Central/Western Africa,Africa : Eastern Africa,40639,18598,144527609.0,2018-04-01
Latin America : Lower South America,Asia : North East Asia,34079,22419,656411930.0,2018-10-01
Asia : North East Asia,Africa : Eastern Africa,44906,17138,429594783.0,2018-08-01
Africa : Southern Africa,Asia : South East Asia,21684,14535,254314436.0,2018-03-01
Asia : Central Asia,Latin America : Caribbean,110,24,1427553.0,2018-08-01
Asia : South Asia,Southwest Pacific,108152,77692,1109117797.0,2018-10-01
Southwest Pacific,Asia : Central Asia,278,211,3733408.0,2018-01-01
Asia : South East Asia,Africa : Eastern Africa,12921,7613,102437660.0,2018-09-01
Latin America : Central America,Europe : Eastern/Central Europe,8434,4814,90976241.0,2018-10-01
Southwest Pacific,Europe : Western Europe,216357,134294,3596631918.0,2018-11-01
Europe : Western Europe,Africa : Central/Western Africa,319747,177077,1613640006.0,2018-10-01
Europe : Eastern/Central Europe,Africa : Southern Africa,11707,6963,115392826.0,2018-08-01
Asia : Central Asia,Africa : Central/Western Africa,390,190,3384746.0,2018-10-01
Africa : Southern Africa,Asia : North East Asia,36346,19893,448487978.0,2018-09-01
Latin America : Upper South America,Asia : South Asia,1038,939,17142865.0,2018-03-01
Africa : Eastern Africa,Asia : South East Asia,17045,7274,131951911.0,2018-04-01
Europe : Eastern/Central Europe,Asia : South Asia,67149,46832,393183404.0,2018-07-01
Middle East,Latin America : Caribbean,3142,1452,37134841.0,2018-09-01
Middle East,Africa : Southern Africa,32452,19758,218328958.0,2018-09-01
Africa : Central/Western Africa,Africa : Eastern Africa,48494,22243,165319039.0,2018-07-01
Southwest Pacific,Africa : Eastern Africa,7094,4867,81649933.0,2018-07-01
Europe : Eastern/Central Europe,Europe : Eastern/Central Europe,3399622,1071024,4003172443.0,2018-01-01
Europe : Eastern/Central Europe,Asia : South Asia,58357,34028,344747410.0,2018-08-01
Asia : South Asia,Latin America : Upper South America,1062,1011,17541179.0,2018-04-01
Europe : Western Europe,Asia : South East Asia,766721,460863,8059411816.0,2018-10-01
Europe : Eastern/Central Europe,Africa : North Africa,57773,16540,171776165.0,2018-12-01
Latin America : Lower South America,Africa : Eastern Africa,1354,1181,16574160.0,2018-03-01
Africa : Southern Africa,Latin America : Central America,689,536,11879735.0,2018-06-01
Africa : Southern Africa,Latin America : Central America,775,642,13611295.0,2018-10-01
Latin America : Central America,Asia : South East Asia,3793,2327,65766262.0,2018-06-01
Africa : North Africa,Africa : Central/Western Africa,43380,29593,152210084.0,2018-01-01
Asia : South East Asia,Europe : Eastern/Central Europe,96173,42838,868308573.0,2018-09-01
Africa : Southern Africa,Middle East,40272,20704,270025666.0,2018-10-01
Asia : North East Asia,Latin America : Lower South America,32506,19351,625669573.0,2018-07-01
Asia : North East Asia,Africa : North Africa,44000,17449,431542149.0,2018-08-01
Asia : South East Asia,Latin America : Caribbean,3718,2081,67065293.0,2018-12-01
Africa : Eastern Africa,Europe : Eastern/Central Europe,10713,5567,78867954.0,2018-05-01
Africa : Eastern Africa,Asia : North East Asia,38280,18589,361923609.0,2018-10-01
Europe : Eastern/Central Europe,Middle East,459378,143028,1251136270.0,2018-12-01
Europe : Western Europe,Asia : Central Asia,137198,62993,584372469.0,2018-09-01
Latin America : Lower South America,Africa : Southern Africa,12272,6669,101809543.0,2018-02-01
Southwest Pacific,Middle East,50317,34090,654918369.0,2018-08-01
Latin America : Central America,Africa : Eastern Africa,276,290,4485490.0,2018-07-01
Africa : North Africa,Southwest Pacific,3549,2731,54664310.0,2018-09-01
Asia : South East Asia,North America,357782,250981,4962696932.0,2018-08-01
Latin America : Upper South America,Southwest Pacific,2848,2281,44528236.0,2018-11-01
Africa : Central/Western Africa,Europe : Eastern/Central Europe,9133,5095,58295063.0,2018-03-01
Europe : Eastern/Central Europe,Latin America : Lower South America,17967,10604,216397968.0,2018-08-01
Asia : South East Asia,Latin America : Caribbean,4048,2999,73707996.0,2018-01-01
Asia : North East Asia,Latin America : Central America,33708,13075,439332770.0,2018-04-01
Africa : Eastern Africa,Africa : North Africa,17297,7944,52738647.0,2018-05-01
Asia : Central Asia,North America,7130,4497,82640221.0,2018-03-01
Asia : South East Asia,Asia : South East Asia,22697047,1221524,19548524728.0,2018-07-01
Europe : Eastern/Central Europe,Asia : Central Asia,229062,91373,689639413.0,2018-05-01
Southwest Pacific,Southwest Pacific,6670567,2020959,8826961132.0,2018-12-01
Europe : Western Europe,Asia : North East Asia,1079105,377231,10060328975.0,2018-04-01
North America,Asia : North East Asia,1228501,483628,12655980638.0,2018-09-01
Asia : North East Asia,Latin America : Caribbean,5636,2013,83171603.0,2018-11-01
Africa : Eastern Africa,Asia : South Asia,39395,30442,214027375.0,2018-06-01
Africa : North Africa,Africa : Eastern Africa,18199,8850,53471671.0,2018-01-01
Asia : Central Asia,Europe : Eastern/Central Europe,287856,98717,867377017.0,2018-11-01
Latin America : Central America,Asia : South East Asia,3859,2474,67562453.0,2018-02-01
Africa : Eastern Africa,Africa : Central/Western Africa,44132,22255,152167502.0,2018-09-01
Asia : South East Asia,Africa : North Africa,21370,13977,196741043.0,2018-07-01
Africa : North Africa,Africa : Eastern Africa,18683,9371,57082822.0,2018-09-01
Latin America : Lower South America,Africa : Central/Western Africa,2609,1630,24432080.0,2018-02-01
North America,Africa : North Africa,102827,86619,871388450.0,2018-07-01
North America,Europe : Western Europe,3099860,1770641,22497412862.0,2018-06-01
Asia : Central Asia,North America,8287,4101,97162880.0,2018-12-01
Africa : Eastern Africa,Africa : Southern Africa,72122,41585,222281930.0,2018-10-01
Southwest Pacific,Europe : Western Europe,236557,169702,3941396196.0,2018-03-01
Africa : Eastern Africa,Europe : Western Europe,217723,118721,1774023666.0,2018-05-01
Asia : South East Asia,Latin America : Lower South America,8612,6762,166646333.0,2018-11-01
Europe : Western Europe,Latin America : Caribbean,389437,209464,2891425966.0,2018-07-01
Europe : Eastern/Central Europe,Europe : Eastern/Central Europe,3902806,1129576,4629000433.0,2018-12-01
Southwest Pacific,Asia : Central Asia,394,217,5163639.0,2018-04-01
Asia : Central Asia,Middle East,35748,7971,105414181.0,2018-04-01
North America,Middle East,304983,199641,3383850102.0,2018-10-01
Europe : Eastern/Central Europe,Asia : South Asia,59659,29237,353781771.0,2018-05-01
Africa : Eastern Africa,Europe : Western Europe,266860,159810,2164110699.0,2018-11-01
Africa : Central/Western Africa,North America,51609,35204,578000089.0,2018-11-01
Middle East,Southwest Pacific,48082,28075,619555322.0,2018-08-01
Europe : Western Europe,Africa : Southern Africa,222031,152228,2097582584.0,2018-09-01
Africa : Eastern Africa,Latin America : Lower South America,1198,961,15859089.0,2018-03-01
Middle East,Middle East,5122759,1377750,4750822683.0,2018-12-01
Asia : South Asia,Africa : North Africa,20946,10830,118092907.0,2018-05-01
Asia : Central Asia,Africa : North Africa,725,287,3678004.0,2018-12-01
Asia : South Asia,Asia : North East Asia,288296,123052,1464811829.0,2018-10-01
Africa : Central/Western Africa,Asia : South East Asia,11718,5958,141740746.0,2018-05-01
Europe : Western Europe,Asia : Central Asia,106592,40558,446089274.0,2018-03-01
Asia : North East Asia,Africa : Southern Africa,31837,12412,393258681.0,2018-06-01
Africa : Central/Western Africa,Africa : Central/Western Africa,736412,161613,567772683.0,2018-04-01
Latin America : Central America,Asia : Central Asia,48,40,675485.0,2018-05-01
Latin America : Lower South America,Europe : Western Europe,436334,248375,4389817509.0,2018-12-01
Africa : Central/Western Africa,Middle East,50887,31861,307016225.0,2018-01-01
Africa : Central/Western Africa,Southwest Pacific,2730,1795,48582081.0,2018-02-01
North America,Latin America : Caribbean,1200447,451830,3074431799.0,2018-10-01
Middle East,Asia : Central Asia,33140,8889,98045073.0,2018-10-01
Middle East,Asia : North East Asia,201358,61795,1378955046.0,2018-11-01
